Ranking,University Name,National/Regional Rank,Total Score,LOGO,University Detail 
301-400,University College Cork,2-3,0.0,http://www.shanghairanking.com/_uni/logo/83ad263de.png,http://www.shanghairanking.com/institution/university-college-cork
301-400,University College Dublin,2-3,0.0,http://www.shanghairanking.com/_uni/logo/6b943a3b2.png,http://www.shanghairanking.com/institution/university-college-dublin
301-400,University of Alabama at Birmingham,86-106,0.0,http://www.shanghairanking.com/_uni/logo/bd261e772.png,http://www.shanghairanking.com/institution/university-of-alabama-at-birmingham
301-400,University of Bergen,3,0.0,http://www.shanghairanking.com/_uni/logo/3c273bc4e.png,http://www.shanghairanking.com/institution/university-of-bergen
301-400,University of Bochum,20-25,0.0,http://www.shanghairanking.com/_uni/logo/5ff18ee82.png,http://www.shanghairanking.com/institution/university-of-bochum
301-400,University of Campinas,2,0.0,http://www.shanghairanking.com/_uni/logo/aa0513029.png,http://www.shanghairanking.com/institution/university-of-campinas
301-400,University of Central Florida,86-106,0.0,http://www.shanghairanking.com/_uni/logo/813d8d7eb.png,http://www.shanghairanking.com/institution/university-of-central-florida
301-400,University of Cincinnati,86-106,0.0,http://www.shanghairanking.com/_uni/logo/c5bf6b999.png,http://www.shanghairanking.com/institution/university-of-cincinnati
301-400,University of Connecticut,86-106,10.7,http://www.shanghairanking.com/_uni/logo/4e4033592.png,http://www.shanghairanking.com/institution/university-of-connecticut
301-400,University of Duisburg-Essen,20-25,0.0,http://www.shanghairanking.com/_uni/logo/ba06426ae.png,http://www.shanghairanking.com/institution/university-of-duisburg-essen-1
301-400,University of Florence,9-11,0.0,http://www.shanghairanking.com/_uni/logo/ffc7827db.png,http://www.shanghairanking.com/institution/university-of-florence
301-400,University of Hawaii at Manoa,86-106,0.0,http://www.shanghairanking.com/_uni/logo/71999f015.png,http://www.shanghairanking.com/institution/university-of-hawaii-at-manoa
301-400,University of Illinois at Chicago,86-106,0.0,http://www.shanghairanking.com/_uni/logo/a3459f50d.png,http://www.shanghairanking.com/institution/university-of-illinois-at-chicago
301-400,University of Innsbruck,3-4,0.0,http://www.shanghairanking.com/_uni/logo/28dbaa74d.png,http://www.shanghairanking.com/institution/university-of-innsbruck
301-400,University of Kentucky,86-106,9.2,http://www.shanghairanking.com/_uni/logo/7db3d518b.png,http://www.shanghairanking.com/institution/university-of-kentucky
301-400,University of Leicester,26-33,0.0,http://www.shanghairanking.com/_uni/logo/33601d56d.png,http://www.shanghairanking.com/institution/university-of-leicester
301-400,University of Liege,6-7,5.3,http://www.shanghairanking.com/_uni/logo/9d643c9ae.png,http://www.shanghairanking.com/institution/university-of-liege
301-400,University of Lille,13-16,0.0,http://www.shanghairanking.com/_uni/logo/fdd86a6b1.png,http://www.shanghairanking.com/institution/university-of-lille
301-400,University of Malaya,1,0.0,http://www.shanghairanking.com/_uni/logo/baa2b4f77.png,http://www.shanghairanking.com/institution/university-of-malaya
301-400,"University of Maryland, Baltimore",86-106,0.0,http://www.shanghairanking.com/_uni/logo/a3b6c7955.png,http://www.shanghairanking.com/institution/university-of-maryland-baltimore
301-400,University of Milano-Bicocca,9-11,0.0,http://www.shanghairanking.com/_uni/logo-jpg/b412ab39400.jpg,http://www.shanghairanking.com/institution/university-of-milano-bicocca
301-400,University of Notre Dame,86-106,11.9,http://www.shanghairanking.com/_uni/logo/11b8029f6.png,http://www.shanghairanking.com/institution/university-of-notre-dame
301-400,University of Oregon,86-106,5.3,http://www.shanghairanking.com/_uni/logo/87932f968.png,http://www.shanghairanking.com/institution/university-of-oregon
301-400,University of Otago,2,0.0,http://www.shanghairanking.com/_uni/logo-jpg/872fa062700.jpg,http://www.shanghairanking.com/institution/university-of-otago
301-400,University of Saskatchewan,13-17,7.5,http://www.shanghairanking.com/_uni/logo/23b948bb0.png,http://www.shanghairanking.com/institution/university-of-saskatchewan
301-400,University of St Andrews,26-33,9.2,http://www.shanghairanking.com/_uni/logo/761c4f7b4.png,http://www.shanghairanking.com/institution/university-of-st-andrews
301-400,University of Stuttgart,20-25,17.7,http://www.shanghairanking.com/_uni/logo/ec2ed2a28.png,http://www.shanghairanking.com/institution/university-of-stuttgart
301-400,University of Surrey,26-33,0.0,http://www.shanghairanking.com/_uni/logo/bacc77614.png,http://www.shanghairanking.com/institution/university-of-surrey
301-400,University of Tehran,1,11.9,http://www.shanghairanking.com/_uni/logo/d58a4ccbc.png,http://www.shanghairanking.com/institution/university-of-tehran
301-400,University of the Basque Country,6-8,0.0,http://www.shanghairanking.com/_uni/logo/11b34e191.png,http://www.shanghairanking.com/institution/university-of-the-basque-country
301-400,University of the Witwatersrand,2,16.9,http://www.shanghairanking.com/_uni/logo-jpg/945a175ff00.jpg,http://www.shanghairanking.com/institution/university-of-the-witwatersrand
301-400,University of Toulouse 1,13-16,0.0,http://www.shanghairanking.com/_uni/logo/6da0d7101.png,http://www.shanghairanking.com/institution/university-of-toulouse-1
301-400,University of Ulm,20-25,0.0,http://www.shanghairanking.com/_uni/logo/73fcbe7b7.png,http://www.shanghairanking.com/institution/university-of-ulm
301-400,University of Victoria,13-17,0.0,http://www.shanghairanking.com/_uni/logo/68a72b0ef.png,http://www.shanghairanking.com/institution/university-of-victoria
301-400,Vienna University of Technology,3-4,0.0,http://www.shanghairanking.com/_uni/logo/bf088949a.png,http://www.shanghairanking.com/institution/vienna-university-of-technology
301-400,Vrije Universiteit Brussel (VUB),6-7,13.1,http://www.shanghairanking.com/_uni/logo/de2977e90.png,http://www.shanghairanking.com/institution/vrije-universiteit-brussel-vub
301-400,Washington State University,86-106,0.0,http://www.shanghairanking.com/_uni/logo/c0ee3c39e.png,http://www.shanghairanking.com/institution/washington-state-university
301-400,Western Sydney University,19-22,0.0,http://www.shanghairanking.com/_uni/logo/eeb85af2c.png,http://www.shanghairanking.com/institution/western-sydney-university
301-400,Wuhan University of Technology,41-58,0.0,http://www.shanghairanking.com/_uni/logo/16563358.png,http://www.shanghairanking.com/institution/wuhan-university-of-technology
401-500,Beijing University of Technology,59-71,0.0,http://www.shanghairanking.com/_uni/logo/10211810.png,http://www.shanghairanking.com/institution/beijing-university-of-technology
401-500,Ben-Gurion University of the Negev,6,0.0,http://www.shanghairanking.com/_uni/logo/5daae2575.png,http://www.shanghairanking.com/institution/ben-gurion-university-of-the-negev
401-500,Boston College,107-127,0.0,http://www.shanghairanking.com/_uni/logo/cb78bc576.png,http://www.shanghairanking.com/institution/boston-college
401-500,Brigham Young University,107-127,7.5,http://www.shanghairanking.com/_uni/logo/02ae869f0.png,http://www.shanghairanking.com/institution/brigham-young-university
401-500,Chalmers University of Technology,9-10,0.0,http://www.shanghairanking.com/_uni/logo/9ded22865.png,http://www.shanghairanking.com/institution/chalmers-university-of-technology
401-500,Chang Gung University,4-6,0.0,http://www.shanghairanking.com/_uni/logo/5972c7637.png,http://www.shanghairanking.com/institution/chang-gung-university
401-500,China University of Geosciences (Beijing),59-71,0.0,http://www.shanghairanking.com/_uni/logo/21004246.png,http://www.shanghairanking.com/institution/china-university-of-geosciences-beijing
401-500,China University of Mining and Technology - Xuzhou,59-71,0.0,http://www.shanghairanking.com/_uni/logo/15914272.png,http://www.shanghairanking.com/institution/china-university-of-mining-and-technology-xuzhou
401-500,China University of Petroleum (Huadong),59-71,0.0,http://www.shanghairanking.com/_uni/logo/92620812.png,http://www.shanghairanking.com/institution/china-university-of-petroleum-huadong
401-500,CUNY Graduate School and University Center,107-127,0.0,http://www.shanghairanking.com/_uni/logo/cb7b39c18.png,http://www.shanghairanking.com/institution/cuny-graduate-school-and-university-center
401-500,Federal University of Minas Gerais,3-6,0.0,http://www.shanghairanking.com/_uni/logo/7d91c3f4e.png,http://www.shanghairanking.com/institution/federal-university-of-minas-gerais
401-500,Federal University of Rio de Janeiro,3-6,0.0,http://www.shanghairanking.com/_uni/logo/c7c76aed0.png,http://www.shanghairanking.com/institution/federal-university-of-rio-de-janeiro
401-500,Federal University of Rio Grande do Sul,3-6,0.0,http://www.shanghairanking.com/_uni/logo/92d197a14.png,http://www.shanghairanking.com/institution/federal-university-of-rio-grande-do-sul
401-500,Flinders University,23-24,15.1,http://www.shanghairanking.com/_uni/logo/50d276a09.png,http://www.shanghairanking.com/institution/flinders-university
401-500,Florida International University,107-127,0.0,http://www.shanghairanking.com/_uni/logo/e03b0bdc8.png,http://www.shanghairanking.com/institution/florida-international-university
401-500,Georgetown University,107-127,0.0,http://www.shanghairanking.com/_uni/logo/5c9d5401d.png,http://www.shanghairanking.com/institution/georgetown-university
401-500,Guangdong University of Technology,59-71,0.0,http://www.shanghairanking.com/_uni/logo/47705257.png,http://www.shanghairanking.com/institution/guangdong-university-of-technology
401-500,Hannover Medical School,26-31,0.0,http://www.shanghairanking.com/_uni/logo-jpg/8ca7c1eca00.jpg,http://www.shanghairanking.com/institution/hannover-medical-school
401-500,Hiroshima University,11-13,0.0,http://www.shanghairanking.com/_uni/logo-jpg/f1e5ef22b00.jpg,http://www.shanghairanking.com/institution/hiroshima-university
401-500,Humanitas University,12-17,0.0,http://www.shanghairanking.com/_uni/logo/a7b8b673b.png,http://www.shanghairanking.com/institution/humanitas-university
401-500,Istanbul University,1,17.7,http://www.shanghairanking.com/_uni/logo/3405657ab.png,http://www.shanghairanking.com/institution/istanbul-university
401-500,Jagiellonian University,1-2,9.2,http://www.shanghairanking.com/_uni/logo/9d54e81f7.png,http://www.shanghairanking.com/institution/jagiellonian-university
401-500,Jiangnan University,59-71,0.0,http://www.shanghairanking.com/_uni/logo/92884896.png,http://www.shanghairanking.com/institution/jiangnan-university
401-500,King Fahd University of Petroleum & Minerals,4-5,0.0,http://www.shanghairanking.com/_uni/logo/d59953db0.png,http://www.shanghairanking.com/institution/king-fahd-university-of-petroleum-minerals
401-500,Kobe University,11-13,14.1,http://www.shanghairanking.com/_uni/logo/63bcf75c6.png,http://www.shanghairanking.com/institution/kobe-university
401-500,Kyung Hee University,9-11,0.0,http://www.shanghairanking.com/_uni/logo/4143a0002.png,http://www.shanghairanking.com/institution/kyung-hee-university
401-500,Kyungpook National University,9-11,0.0,http://www.shanghairanking.com/_uni/logo-jpg/e8991aa3200.jpg,http://www.shanghairanking.com/institution/kyungpook-national-university
401-500,Louisiana State University - Baton Rouge,107-127,0.0,http://www.shanghairanking.com/_uni/logo/12298bd99.png,http://www.shanghairanking.com/institution/louisiana-state-university-baton-rouge
401-500,Masaryk University,2,0.0,http://www.shanghairanking.com/_uni/logo/bb938252e.png,http://www.shanghairanking.com/institution/masaryk-university
401-500,Medical University of Innsbruck,5-6,0.0,http://www.shanghairanking.com/_uni/logo/4b24413e0.png,http://www.shanghairanking.com/institution/medical-university-of-innsbruck
401-500,Medical University of South Carolina,107-127,0.0,http://www.shanghairanking.com/_uni/logo/34694e611.png,http://www.shanghairanking.com/institution/medical-university-of-south-carolina
401-500,Murdoch University,23-24,0.0,http://www.shanghairanking.com/_uni/logo/1d330a5dc.png,http://www.shanghairanking.com/institution/murdoch-university
401-500,Nanjing University of Information Science and Technology,59-71,0.0,http://www.shanghairanking.com/_uni/logo/59759082.png,http://www.shanghairanking.com/institution/nanjing-university-of-information-science-technology
401-500,National Tsing Hua University,4-6,11.9,http://www.shanghairanking.com/_uni/logo/c981ecb43.png,http://www.shanghairanking.com/institution/national-tsing-hua-university
401-500,National University of Malaysia,2,0.0,http://www.shanghairanking.com/_uni/logo/726ce2d63.png,http://www.shanghairanking.com/institution/national-university-of-malaysia
401-500,National Yang Ming Chiao Tung University,4-6,0.0,http://www.shanghairanking.com/_uni/logo/767be177f.png,http://www.shanghairanking.com/institution/national-yang-ming-chiao-tung-university
401-500,Northwest A&F University,59-71,0.0,http://www.shanghairanking.com/_uni/logo/25536937.png,http://www.shanghairanking.com/institution/northwest-a-f-university
401-500,Okayama University,11-13,0.0,http://www.shanghairanking.com/_uni/logo-jpg/a6b73044f00.jpg,http://www.shanghairanking.com/institution/okayama-university
401-500,Polytechnic University of Valencia,9-11,0.0,http://www.shanghairanking.com/_uni/logo-jpg/87bf0c60700.jpg,http://www.shanghairanking.com/institution/polytechnic-university-of-valencia
401-500,Qingdao University,59-71,0.0,http://www.shanghairanking.com/_uni/logo/17947921.png,http://www.shanghairanking.com/institution/qingdao-university
401-500,Rensselaer Polytechnic Institute,107-127,11.9,http://www.shanghairanking.com/_uni/logo/a2faf8830.png,http://www.shanghairanking.com/institution/rensselaer-polytechnic-institute
401-500,Sejong University,9-11,0.0,http://www.shanghairanking.com/_uni/logo/3b3db803b.png,http://www.shanghairanking.com/institution/sejong-university
401-500,Shandong University of Science and Technology,59-71,0.0,http://www.shanghairanking.com/_uni/logo/69243726.png,http://www.shanghairanking.com/institution/shandong-university-of-science-and-technology
401-500,Southern Medical University,59-71,0.0,http://www.shanghairanking.com/_uni/logo/17740872.png,http://www.shanghairanking.com/institution/southern-medical-university
401-500,Stellenbosch University,3-5,0.0,http://www.shanghairanking.com/_uni/logo/03915c560.png,http://www.shanghairanking.com/institution/stellenbosch-university
401-500,Stockholm School of Economics,9-10,0.0,http://www.shanghairanking.com/_uni/logo/fefeec3fc.png,http://www.shanghairanking.com/institution/stockholm-school-of-economics
401-500,Taif University,4-5,0.0,http://www.shanghairanking.com/_uni/logo/df754d166.png,http://www.shanghairanking.com/institution/taif-university
401-500,Tampere University,3-5,0.0,http://www.shanghairanking.com/_uni/logo/49b7356c0.png,http://www.shanghairanking.com/institution/tampere-university
401-500,Technical University Darmstadt,26-31,13.1,http://www.shanghairanking.com/_uni/logo/a35de2656.png,http://www.shanghairanking.com/institution/technical-university-darmstadt
401-500,Tehran University of Medical Sciences,2,0.0,http://www.shanghairanking.com/_uni/logo/01b4294bc.png,http://www.shanghairanking.com/institution/tehran-university-of-medical-sciences
401-500,Temple University,107-127,0.0,http://www.shanghairanking.com/_uni/logo/dce115cfb.png,http://www.shanghairanking.com/institution/temple-university
401-500,Texas Tech University,107-127,0.0,http://www.shanghairanking.com/_uni/logo/7872132b9.png,http://www.shanghairanking.com/institution/texas-tech-university
401-500,The City College of New York,107-127,27.7,http://www.shanghairanking.com/_uni/logo/aa0b8f631.png,http://www.shanghairanking.com/institution/the-city-college-of-new-york
401-500,The University of Texas at San Antonio,107-127,0.0,http://www.shanghairanking.com/_uni/logo/0b2ad8713.png,http://www.shanghairanking.com/institution/the-university-of-texas-at-san-antonio
401-500,The University of Texas Health Science Center at San Antonio,107-127,0.0,http://www.shanghairanking.com/_uni/logo-jpg/86d630cf700.jpg,http://www.shanghairanking.com/institution/the-university-of-texas-health-science-center-at-san-antonio
401-500,The University of Texas Medical Branch at Galveston,107-127,0.0,http://www.shanghairanking.com/_uni/logo/8cf0f7193.png,http://www.shanghairanking.com/institution/the-university-of-texas-medical-branch-at-galveston
401-500,UNESP,3-6,0.0,http://www.shanghairanking.com/_uni/logo/26a725267.png,http://www.shanghairanking.com/institution/unesp
401-500,University of Aveiro,3-4,0.0,http://www.shanghairanking.com/_uni/logo/bd2ce4300.png,http://www.shanghairanking.com/institution/university-of-aveiro
401-500,University of Bari,12-17,0.0,http://www.shanghairanking.com/_uni/logo/aa3bcf6b9.png,http://www.shanghairanking.com/institution/university-of-bari
401-500,University of Bath,34-38,0.0,http://www.shanghairanking.com/_uni/logo/d94237204.png,http://www.shanghairanking.com/institution/university-of-bath
401-500,University of Belgrade,1,0.0,http://www.shanghairanking.com/_uni/logo/cc21573e5.png,http://www.shanghairanking.com/institution/university-of-belgrade
401-500,"University of California, Merced",107-127,0.0,http://www.shanghairanking.com/_uni/logo/1282f8c2b.png,http://www.shanghairanking.com/institution/university-of-california-merced
401-500,University of Canterbury,3-4,0.0,http://www.shanghairanking.com/_uni/logo/7717286a5.png,http://www.shanghairanking.com/institution/university-of-canterbury
401-500,University of Chile,1,5.3,http://www.shanghairanking.com/_uni/logo/adca05d09.png,http://www.shanghairanking.com/institution/university-of-chile
401-500,University of Essex,34-38,18.5,http://www.shanghairanking.com/_uni/logo/1eaab60d0.png,http://www.shanghairanking.com/institution/university-of-essex
401-500,University of Guelph,18-19,0.0,http://www.shanghairanking.com/_uni/logo/a21571dd0.png,http://www.shanghairanking.com/institution/university-of-guelph
401-500,University of Jena,26-31,0.0,http://www.shanghairanking.com/_uni/logo/8e04e3dbe.png,http://www.shanghairanking.com/institution/university-of-jena
401-500,University of Johannesburg,3-5,0.0,http://www.shanghairanking.com/_uni/logo/b1ecd730f.png,http://www.shanghairanking.com/institution/university-of-johannesburg
401-500,University of Kent,34-38,19.2,http://www.shanghairanking.com/_uni/logo/78ab7d41a.png,http://www.shanghairanking.com/institution/university-of-kent
401-500,University of Ljubljana,1,0.0,http://www.shanghairanking.com/_uni/logo/80e7fc5ba.png,http://www.shanghairanking.com/institution/university-of-ljubljana
401-500,University of Macau,1,0.0,http://www.shanghairanking.com/_uni/logo/b1acc8660.png,http://www.shanghairanking.com/institution/university-of-macau
401-500,University of Maine,107-127,0.0,http://www.shanghairanking.com/_uni/logo/960e9c1c7.png,http://www.shanghairanking.com/institution/university-of-maine
401-500,University of Marburg,26-31,7.5,http://www.shanghairanking.com/_uni/logo/56c888eab.png,http://www.shanghairanking.com/institution/university-of-marburg
401-500,University of Minho,3-4,0.0,http://www.shanghairanking.com/_uni/logo/09c565a13.png,http://www.shanghairanking.com/institution/university-of-minho
401-500,"University of Natural Resources and Life Sciences, Vienna",5-6,0.0,http://www.shanghairanking.com/_uni/logo/a669e9a9f.png,http://www.shanghairanking.com/institution/university-of-natural-resources-and-life-sciences-vienna
401-500,University of North Texas,107-127,0.0,http://www.shanghairanking.com/_uni/logo/3d568898f.png,http://www.shanghairanking.com/institution/university-of-north-texas
401-500,University of Oulu,3-5,10.7,http://www.shanghairanking.com/_uni/logo-jpg/41dee26eb00.jpg,http://www.shanghairanking.com/institution/university-of-oulu
401-500,University of Pavia,12-17,0.0,http://www.shanghairanking.com/_uni/logo/2e32ad78d.png,http://www.shanghairanking.com/institution/university-of-pavia
401-500,University of Perugia,12-17,0.0,http://www.shanghairanking.com/_uni/logo/561680e16.png,http://www.shanghairanking.com/institution/university-of-perugia
401-500,University of Potsdam,26-31,0.0,http://www.shanghairanking.com/_uni/logo/60edfdb94.png,http://www.shanghairanking.com/institution/university-of-potsdam
401-500,University of Pretoria,3-5,0.0,http://www.shanghairanking.com/_uni/logo/b34a89037.png,http://www.shanghairanking.com/institution/university-of-pretoria
401-500,University of Regensburg,26-31,0.0,http://www.shanghairanking.com/_uni/logo/f1e40e83c.png,http://www.shanghairanking.com/institution/university-of-regensburg
401-500,University of Santiago Compostela,9-11,0.0,http://www.shanghairanking.com/_uni/logo/34c4152c0.png,http://www.shanghairanking.com/institution/university-of-santiago-compostela
401-500,University of Seville,9-11,0.0,http://www.shanghairanking.com/_uni/logo/d4fff047e.png,http://www.shanghairanking.com/institution/university-of-seville
401-500,University of South Carolina - Columbia,107-127,0.0,http://www.shanghairanking.com/_uni/logo/04f169eee.png,http://www.shanghairanking.com/institution/university-of-south-carolina-columbia-1
401-500,University of Strathclyde,34-38,0.0,http://www.shanghairanking.com/_uni/logo/ef4e282ee.png,http://www.shanghairanking.com/institution/university-of-strathclyde
401-500,University of Trento,12-17,0.0,http://www.shanghairanking.com/_uni/logo-jpg/7c172b72800.jpg,http://www.shanghairanking.com/institution/university-of-trento
401-500,University of Turku,3-5,0.0,http://www.shanghairanking.com/_uni/logo/16955298c.png,http://www.shanghairanking.com/institution/university-of-turku
401-500,University of Twente,12,0.0,http://www.shanghairanking.com/_uni/logo/e076f188c.png,http://www.shanghairanking.com/institution/university-of-twente
401-500,University of Vermont,107-127,13.1,http://www.shanghairanking.com/_uni/logo/18f55f0bd.png,http://www.shanghairanking.com/institution/university-of-vermont
401-500,University of Warsaw,1-2,19.2,http://www.shanghairanking.com/_uni/logo/d42f67232.png,http://www.shanghairanking.com/institution/university-of-warsaw
401-500,University of York,34-38,0.0,http://www.shanghairanking.com/_uni/logo/37e99d3e3.png,http://www.shanghairanking.com/institution/university-of-york
401-500,University of Zagreb,1,0.0,http://www.shanghairanking.com/_uni/logo/e5217fb84.png,http://www.shanghairanking.com/institution/university-of-zagreb
401-500,Utah State University,107-127,13.1,http://www.shanghairanking.com/_uni/logo/6a8b4ebd9.png,http://www.shanghairanking.com/institution/utah-state-university
401-500,Victoria University of Wellington,3-4,10.7,http://www.shanghairanking.com/_uni/logo/74ea13be8.png,http://www.shanghairanking.com/institution/victoria-university-of-wellington
401-500,Vita-Salute San Raffaele University,12-17,0.0,http://www.shanghairanking.com/_uni/logo/d55cdc273.png,http://www.shanghairanking.com/institution/vita-salute-san-raffaele-university
401-500,West Virginia University,107-127,0.0,http://www.shanghairanking.com/_uni/logo/18ead989c.png,http://www.shanghairanking.com/institution/west-virginia-university
401-500,Yangzhou University,59-71,0.0,http://www.shanghairanking.com/_uni/logo/61656418.png,http://www.shanghairanking.com/institution/yangzhou-university
401-500,York University,18-19,0.0,http://www.shanghairanking.com/_uni/logo/eab17c4cf.png,http://www.shanghairanking.com/institution/york-university
401-500,Zhejiang University of Technology,59-71,0.0,http://www.shanghairanking.com/_uni/logo/19897860.png,http://www.shanghairanking.com/institution/zhejiang-university-of-technology
501-600,Alexandria University,2,11.9,http://www.shanghairanking.com/_uni/logo-jpg/1c2ac8c9400.jpg,http://www.shanghairanking.com/institution/alexandria-university
501-600,Aristotle University of Thessaloniki,2,0.0,http://www.shanghairanking.com/_uni/logo/ab4c53b55.png,http://www.shanghairanking.com/institution/aristotle-university-of-thessaloniki
501-600,Asia University,7,0.0,http://www.shanghairanking.com/_uni/logo/52e499338.png,http://www.shanghairanking.com/institution/asia-university
501-600,Auburn University,128-146,0.0,http://www.shanghairanking.com/_uni/logo/ae923d5df.png,http://www.shanghairanking.com/institution/auburn-university
501-600,Australian Catholic University,25-27,0.0,http://www.shanghairanking.com/_uni/logo/49b55bc8e.png,http://www.shanghairanking.com/institution/australian-catholic-university
501-600,Baylor University,128-146,0.0,http://www.shanghairanking.com/_uni/logo/231bcc96b.png,http://www.shanghairanking.com/institution/baylor-university
501-600,Beijing Jiaotong University,72-93,0.0,http://www.shanghairanking.com/_uni/logo/60987143.png,http://www.shanghairanking.com/institution/beijing-jiaotong-university
501-600,Brescia University,18-26,0.0,http://www.shanghairanking.com/_uni/logo/729a1f84b.png,http://www.shanghairanking.com/institution/brescia-university
501-600,Carleton University,20-22,0.0,http://www.shanghairanking.com/_uni/logo/3243bfc6e.png,http://www.shanghairanking.com/institution/carleton-university
501-600,China University of Petroleum - Beijing,72-93,0.0,http://www.shanghairanking.com/_uni/logo-jpg/6662428200.jpg,http://www.shanghairanking.com/institution/china-university-of-petroleum-beijing
501-600,Chonnam National University,12-15,0.0,http://www.shanghairanking.com/_uni/logo/0ce486d80.png,http://www.shanghairanking.com/institution/chonnam-national-university
501-600,Chulalongkorn University,1,0.0,http://www.shanghairanking.com/_uni/logo/45c4aa6d2.png,http://www.shanghairanking.com/institution/chulalongkorn-university
501-600,COMSATS University Islamabad,1,0.0,http://www.shanghairanking.com/_uni/logo-jpg/c7ec5196f00.jpg,http://www.shanghairanking.com/institution/comsats-university-islamabad
501-600,Concordia University,20-22,0.0,http://www.shanghairanking.com/_uni/logo/bb19a48f5.png,http://www.shanghairanking.com/institution/concordia-university
501-600,Duke-NUS Medical School,3,0.0,http://www.shanghairanking.com/_uni/logo/813bce0e7.png,http://www.shanghairanking.com/institution/duke-nus-medical-school
501-600,Georgia State University,128-146,0.0,http://www.shanghairanking.com/_uni/logo/5dbb5050e.png,http://www.shanghairanking.com/institution/georgia-state-university
501-600,Guangxi University,72-93,0.0,http://www.shanghairanking.com/_uni/logo/22864185.png,http://www.shanghairanking.com/institution/guangxi-university
501-600,Guangzhou Medical University,72-93,0.0,http://www.shanghairanking.com/_uni/logo/60473289.png,http://www.shanghairanking.com/institution/guangzhou-medical-university
501-600,Guangzhou University,72-93,0.0,http://www.shanghairanking.com/_uni/logo/65301006.png,http://www.shanghairanking.com/institution/guangzhou-university
501-600,Harbin Engineering University,72-93,0.0,http://www.shanghairanking.com/_uni/logo/86980791.png,http://www.shanghairanking.com/institution/harbin-engineering-university
501-600,Hefei University of Technology,72-93,0.0,http://www.shanghairanking.com/_uni/logo/55155531.png,http://www.shanghairanking.com/institution/hefei-university-of-technology
501-600,Henan University,72-93,0.0,http://www.shanghairanking.com/_uni/logo/80055117.png,http://www.shanghairanking.com/institution/henan-university
501-600,Hohai University,72-93,0.0,http://www.shanghairanking.com/_uni/logo/76817036.png,http://www.shanghairanking.com/institution/hohai-university
501-600,Iowa State University,128-146,0.0,http://www.shanghairanking.com/_uni/logo/7c94539cd.png,http://www.shanghairanking.com/institution/iowa-state-university
501-600,Kansas State University,128-146,0.0,http://www.shanghairanking.com/_uni/logo/76d9dd753.png,http://www.shanghairanking.com/institution/kansas-state-university
501-600,Leibniz University Hannover,32-37,0.0,http://www.shanghairanking.com/_uni/logo/1c84e8f45.png,http://www.shanghairanking.com/institution/leibniz-university-hannover
501-600,Macau University of Science and Technology,2,0.0,http://www.shanghairanking.com/_uni/logo/21c77ffb7.png,http://www.shanghairanking.com/institution/macau-university-of-science-and-technology
501-600,Medical University of Graz,7,0.0,http://www.shanghairanking.com/_uni/logo/e391440d1.png,http://www.shanghairanking.com/institution/medical-university-of-graz
501-600,Mississippi State University,128-146,0.0,http://www.shanghairanking.com/_uni/logo/e7e5add65.png,http://www.shanghairanking.com/institution/mississippi-state-university
501-600,Moscow Institute of Physics and Technology,3,20.7,http://www.shanghairanking.com/_uni/logo-jpg/efea2b6e500.jpg,http://www.shanghairanking.com/institution/moscow-institute-of-physics-and-technology
501-600,Nanjing Normal University,72-93,0.0,http://www.shanghairanking.com/_uni/logo/27072054.png,http://www.shanghairanking.com/institution/nanjing-normal-university
501-600,"National University of Ireland, Galway",4,0.0,http://www.shanghairanking.com/_uni/logo/94f753bbd.png,http://www.shanghairanking.com/institution/national-university-of-ireland-galway
501-600,Northern Arizona University,128-146,0.0,http://www.shanghairanking.com/_uni/logo/319ee8ecb.png,http://www.shanghairanking.com/institution/northern-arizona-university
501-600,Northwest University,72-93,0.0,http://www.shanghairanking.com/_uni/logo/15797720.png,http://www.shanghairanking.com/institution/northwest-university
501-600,NOVA University Lisbon,5-6,0.0,http://www.shanghairanking.com/_uni/logo/97301bf0b.png,http://www.shanghairanking.com/institution/nova-university-lisbon
501-600,Oklahoma State University,128-146,0.0,http://www.shanghairanking.com/_uni/logo/91ba5b49f.png,http://www.shanghairanking.com/institution/oklahoma-state-university
501-600,Pontifical Catholic University of Chile,2,0.0,http://www.shanghairanking.com/_uni/logo/3d8bbe26f.png,http://www.shanghairanking.com/institution/pontifical-catholic-university-of-chile
501-600,Pusan National University,12-15,0.0,http://www.shanghairanking.com/_uni/logo-jpg/05e77e46700.jpg,http://www.shanghairanking.com/institution/pusan-national-university
501-600,Qatar University,1,0.0,http://www.shanghairanking.com/_uni/logo/5dc87e8af.png,http://www.shanghairanking.com/institution/qatar-university
501-600,Renmin University of China,72-93,0.0,http://www.shanghairanking.com/_uni/logo/88617939.png,http://www.shanghairanking.com/institution/renmin-university-of-china
501-600,Rush University,128-146,0.0,http://www.shanghairanking.com/_uni/logo/7c8b443d8.png,http://www.shanghairanking.com/institution/rush-university
501-600,Saarland University,32-37,0.0,http://www.shanghairanking.com/_uni/logo/c7b3c689c.png,http://www.shanghairanking.com/institution/saarland-university
501-600,San Diego State University,128-146,0.0,http://www.shanghairanking.com/_uni/logo/e19bd5ec8.png,http://www.shanghairanking.com/institution/san-diego-state-university
501-600,Scuola Normale Superiore - Pisa,18-26,16.0,http://www.shanghairanking.com/_uni/logo-jpg/5ed9cf07300.jpg,http://www.shanghairanking.com/institution/scuola-normale-superiore-pisa
